en_label,ja_label,category_en,category_ja,en_description,ja_description,qid
Finnish Hockey Hall of Fame,フィンランドホッケーの殿堂,medical device,医療機器,Hall of Fame for ice hockey in Finland,,Q1235107
Top 100 Mexico,トップ100メヒコ,medical device,医療機器,Mexican record chart,,Q7824394
Czech National Authority Database,チェコ国立図書館典拠データベース,medical device,医療機器,Authority Database of the National Library of the Czech Republic,,Q13550863
Hot R&B Songs,ホットR&Bソング,medical device,医療機器,Billboard chart,,Q7273217
Tetsugaku-jii,哲学字彙,medical device,医療機器,English-Japanese dictionary of philosophical vocabulary,日本の学術用語集,Q107749879
OGND,OGND,medical device,医療機器,,,Q113634721
corn silk tea,トウモロコシのひげ茶,medical device,医療機器,drink originated in South Korea,,Q109367781
Joh. Seb. Bach's Werke,旧バッハ全集,medical device,医療機器,,,Q16530558
2012 Summer Olympics medal table,2012年ロンドンオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,,Q164701
Adult Top 40,アダルト Top 40,medical device,医療機器,Billboard chart,,Q2527235
Honduras Top 50,ホンジュラス・トップ50,medical device,医療機器,Honduran music airplay chart,,Q3538093
The Official Lebanese Top 20,公式レバノン・トップ20,medical device,医療機器,Lebanese music chart,,Q3538121
Rádio – Top 100,ラディオ・トップ100オフィツィアルナ,medical device,医療機器,Slovakia's national airplay chart,,Q3538725
Tónlist,トーンリスト,medical device,医療機器,Icelandic music chart,,Q3538099
Carl Nielsen Edition,カール・ニールセン・エディション,medical device,医療機器,bilingual catalogue of compositions by Carl Nielsen,,Q12305335
Au market,au Market,medical device,医療機器,,,Q11190525
Wii Shop Channel,Wii ショッピングチャンネル,medical device,医療機器,digital application distribution platform for the Nintendo Wii,バーチャルコンソールやWiiウェアのソフト、様々なWiiチャンネルを購入・ダウンロードするために利用するWiiチャンネルである。,Q18365471
Billboard Comprehensive Albums,ビルボード・コンプリヘンシブ・アルバムズ,medical device,医療機器,defunct weekly albums chart produced by Billboard,,Q2470080
1936 Winter Olympics medal table,1936年ガルミッシュ・パルテンキルヘンオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q158161
Argentina Hot 100,「Argentina Hot 100」,medical device,医療機器,Argentine music chart,,Q63524736
Oricon Chart,オリコンチャート,medical device,医療機器,Japanese parade hit,オリコンリサーチによる音楽ヒットチャート,Q54670281
Hot Rock & Alternative Songs,ロック・ソングス,medical device,医療機器,US record chart published by Billboard Magazine,,Q57516551
Sator Square,SATOR AREPO TENET OPERA ROTAS,medical device,医療機器,word square containing a five-word Latin palindrome,,Q41898
Internet Movie Database,インターネット・ムービー・データベース,medical device,医療機器,"online database of information related to films, television series, and video games",映画や俳優に関するオンライン・データベース,Q37312
Bibliografia polska,ポーランド書誌,medical device,医療機器,1870 bibliography by Karol Józef Teofil Estreicher,ポーランドの出版物の書誌,Q107391288
Lady Grey,レディグレイ,medical device,医療機器,trademarked variation on Earl Grey tea,,Q1156522
Alte Mozart-Ausgabe,旧モーツァルト全集,medical device,医療機器,first complete edition of the music of Wolfgang Amadeus Mozart,,Q1445896
Dance Singles Sales,ホット・ダンスミュージック/マキシ・シングルス・セールス,medical device,医療機器,record chart,,Q2580002
Deutsch catalogue,ドイッチュ番号,medical device,医療機器,numbered list of compositions by Franz Schubert,フランツ・シューベルトの作曲した作品に付けられている番号,Q1201890
2008 Summer Olympics medal table,2008年北京オリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,,Q182067
1960 Summer Olympics medal table,1960年ローマオリンピックのメダル受賞数一覧,medical device,医療機器,,,Q461799
1936 Summer Olympics medal table,1936年ベルリンオリンピックのメダル受賞数一覧,medical device,医療機器,,,Q463885
1996 Summer Olympics medal table,1996年アトランタオリンピックのメダル受賞数一覧,medical device,医療機器,,,Q464205
1972 Summer Olympics medal table,1972年ミュンヘンオリンピックのメダル受賞数一覧,medical device,医療機器,,,Q156405
Hilaire Belloc bibliography,ベロックの著作,medical device,医療機器,works of the Franco-English writer of the early 20th century,,Q5760722
1900 Summer Olympics medal table,1900年パリオリンピックのメダル受賞数一覧,medical device,医療機器,,,Q505786
list of works of William Gibson,ウィリアム・ギブスンの作品一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q6645786
1928 Summer Olympics medal table,1928年アムステルダムオリンピックのメダル受賞数一覧,medical device,医療機器,,,Q178144
Wagner-Werk-Verzeichnis,ワーグナー作品目録,medical device,医療機器,index of Wagner's works,,Q1848070
Jacob van Ruisdael exhibition 2005-2006,ヤーコプ・ファン・ロイスダール展2005年-2006年,medical device,医療機器,"art exhibition at LACMA, PMA, and RA London by Seymour Slive",シーモア・スライヴ著展示図録。ロサンゼルス群立美術館、フィラデルフィア美術館とロイヤル・アカデミー・オブ・アーツ共催,Q20857456
"Jan Steen catalog raisonné, 1908",ヤン・ステーン総目録1908年,medical device,医療機器,catalog raisonné of Steen works by Cornelis Hofstede de Groot,ホーフステッド・デ・グルート著ヤン・ステーン総目録1908年,Q21140406
2016 Summer Olympics medal table,2016年リオデジャネイロオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q26214767
Humble Store,ハンブル・ストア,medical device,医療機器,digital storefront for video games by Humble Bundle Inc.,,Q42328566
Discord Store,ディスコード・ストア,medical device,医療機器,discontinued digital media store,,Q59421242
Apple TV App Store,Apple TV App Store,medical device,医療機器,digital distribution platform by Apple,,Q55604097
Yingyongbao,応用宝,medical device,医療機器,Chinese app distribution platform,,Q48897377
"Rembrandt catalogue raisonné, 1908",レンブラント総目録 - 1908年,medical device,医療機器,"catalog raisonné of Rembrandt paintings by Wilhelm Reinhold Valentiner and Adolf Rosenberg, 1908",ウィルヘルム・バレンタイナー編纂のレンブラント作品の総目録,Q21997240
2018 Winter Olympics medal table,2018年平昌オリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q47523380
Lesure catalog of Debussy compositions,L番号,medical device,医療機器,catalogue of the compositions by Claude Debussy created by musicologist François Lesure,ドビュッシーの作品の管理番号,Q29054076
iTunes,iTunes,medical device,医療機器,media player and library software,Appleのメディア管理ソフト,Q9589
Bibliography,書誌,medical device,医療機器,appendix to Torry's Why we need a Citizen’s Basic Income,マルコム・トリー著『なぜ国民ベーシックインカムが必要なのか』の付録,Q100269821
Americana/Folk Albums,アメリカーナ/フォーク アルバム,medical device,医療機器,Billboard song chart,,Q106764093
Billboard Global 200,Billboard Global 200,medical device,医療機器,weekly global songs chart published by Billboard,米ビルボードによるグローバルチャート,Q99337381
Ximalaya FM,Ximalaya,medical device,医療機器,online FM,,Q30935161
AWA,AWA,medical device,医療機器,music streaming service,音楽のストリーミング配信サービス,Q22127352
cabinet de m. Poullain,cabinet de m. Poullain,medical device,医療機器,art catalog published in 1781 in Paris,,Q34209972
2016 Winter Youth Olympics medal table,リレハンメル2016年冬季ユースオリンピック大会のメダル,medical device,医療機器,,,Q22703891
"Alaska Department of Commerce, Community and Economic Development",アラスカ州商業・地域社会・経済発展機関,medical device,医療機器,"Government agency in Alaska, United States",,Q4708524
1956 Winter Olympics medal table,1956年コルチナ・ダンペッツオオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q746179
Pro Football Hall of Fame,プロフットボール殿堂,medical device,医療機器,"hall of fame in Canton, Ohio",,Q778412
1952 Winter Olympics medal table,1952年オスロオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q731698
1924 Winter Olympics medal table,1924年シャモニー・モンブランオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q731710
1932 Winter Olympics medal table,1932年レークプラシッドオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,ウィキメディアの一覧記事,Q731765
Wrestling Observer Newsletter Hall of Fame,レスリング・オブザーバー・ニュースレター殿堂,medical device,医療機器,award,,Q373374
College Football Hall of Fame,大学フットボール殿堂,medical device,医療機器,"college sports hall of fame in Atlanta, Georgia",,Q747833
Bibliography of the Sierra Nevada,シエラネバダ山脈についての文献,medical device,医療機器,,,Q4903455
National Baseball Hall of Fame and Museum,アメリカ野球殿堂博物館,medical device,医療機器,"professional sports hall of fame in New York, U.S.",アメリカ・ニューヨークのクーパーズタウンにある野球専門の博物館,Q809892
bibliography of the Ainu,アイヌに関する書籍の一覧,medical device,医療機器,,,Q4903445
1984 Winter Olympics medal table,1984年サラエボオリンピックのメダル受賞数一覧,medical device,医療機器,Wikimedia list article,,Q2654447
